OpportunityID,StageName,EnteredDate,ExitedDate,DaysInStage,IsCurrentStage
OPP-00140,Demo,2026-01-22,,147,true
OPP-00141,Prospect,2025-09-05,2025-09-14,9,false
OPP-00141,Qualified,2025-09-14,2025-09-23,9,false
OPP-00141,Demo,2025-09-23,2025-09-29,6,false
OPP-00141,Proposal,2025-09-29,,262,true
OPP-00142,Prospect,2026-01-12,,157,true
OPP-00143,Prospect,2025-10-17,2025-10-28,11,false
OPP-00143,Qualified,2025-10-28,2025-11-05,8,false
OPP-00143,Demo,2025-11-05,2025-11-10,5,false
OPP-00143,Proposal,2025-11-10,2025-11-26,16,false
OPP-00143,Commit,2025-11-26,2025-12-08,12,false
OPP-00144,Prospect,2026-01-31,2026-02-06,6,false
OPP-00144,Qualified,2026-02-06,2026-02-16,10,false
OPP-00144,Demo,2026-02-16,2026-02-22,6,false
OPP-00144,Proposal,2026-02-22,,116,true
OPP-00145,Prospect,2025-11-02,,228,true
OPP-00146,Prospect,2025-01-29,2025-02-16,18,false
OPP-00146,Qualified,2025-02-16,2025-02-22,6,false
OPP-00147,Prospect,2026-02-18,2026-03-04,14,false
OPP-00147,Qualified,2026-03-04,2026-03-13,9,false
OPP-00147,Demo,2026-03-13,2026-03-14,1,false
OPP-00147,Proposal,2026-03-14,,96,true
OPP-00148,Prospect,2025-09-01,2025-09-11,10,false
OPP-00149,Prospect,2024-10-27,2024-11-06,10,false
OPP-00149,Qualified,2024-11-06,2024-11-16,10,false
OPP-00149,Demo,2024-11-16,2024-11-21,5,false
OPP-00149,Proposal,2024-11-21,2024-12-08,17,false
OPP-00149,Commit,2024-12-08,2024-12-22,14,false
OPP-00150,Prospect,2025-08-22,2025-09-05,14,false
OPP-00151,Prospect,2024-07-29,2024-08-06,8,false
OPP-00152,Prospect,2024-02-06,2024-02-17,11,false
OPP-00152,Qualified,2024-02-17,2024-02-24,7,false
OPP-00152,Demo,2024-02-24,2024-02-29,5,false
OPP-00152,Proposal,2024-02-29,2024-03-15,15,false
OPP-00152,Commit,2024-03-15,2024-03-28,13,false
OPP-00153,Prospect,2026-01-14,2026-01-20,6,false
OPP-00153,Qualified,2026-01-20,,149,true
OPP-00154,Prospect,2026-03-10,,100,true
OPP-00155,Prospect,2025-02-28,2025-03-11,11,false
OPP-00155,Qualified,2025-03-11,2025-03-20,9,false
OPP-00155,Demo,2025-03-20,2025-03-23,3,false
OPP-00155,Proposal,2025-03-23,2025-04-06,14,false
OPP-00155,Commit,2025-04-06,2025-04-20,14,false
OPP-00156,Prospect,2025-01-03,2025-01-15,12,false
OPP-00157,Prospect,2024-08-26,2024-09-04,9,false
OPP-00157,Qualified,2024-09-04,2024-09-12,8,false
OPP-00157,Demo,2024-09-12,2024-09-14,2,false
OPP-00157,Proposal,2024-09-14,2024-09-29,15,false
OPP-00157,Commit,2024-09-29,2024-10-12,13,false
OPP-00158,Prospect,2025-08-03,2025-08-10,7,false
OPP-00158,Qualified,2025-08-10,2025-08-20,10,false
OPP-00158,Demo,2025-08-20,2025-08-26,6,false
OPP-00158,Proposal,2025-08-26,2025-09-04,9,false
OPP-00158,Commit,2025-09-04,2025-09-09,5,false
OPP-00159,Prospect,2025-03-14,2025-03-22,8,false
OPP-00160,Prospect,2023-12-03,2023-12-11,8,false
OPP-00160,Qualified,2023-12-11,2023-12-18,7,false
OPP-00160,Demo,2023-12-18,2023-12-21,3,false
OPP-00160,Proposal,2023-12-21,2024-01-10,20,false
OPP-00160,Commit,2024-01-10,2024-01-18,8,false
OPP-00161,Prospect,2025-09-27,2025-10-06,9,false
OPP-00161,Qualified,2025-10-06,2025-10-10,4,false
OPP-00161,Demo,2025-10-10,2025-10-15,5,false
OPP-00161,Proposal,2025-10-15,2025-10-27,12,false
OPP-00161,Commit,2025-10-27,2025-11-10,14,false
OPP-00162,Prospect,2026-02-28,2026-03-11,11,false
OPP-00162,Qualified,2026-03-11,2026-03-19,8,false
OPP-00162,Demo,2026-03-19,,91,true
OPP-00163,Prospect,2026-01-07,2026-01-17,10,false
OPP-00163,Qualified,2026-01-17,,152,true
OPP-00164,Prospect,2026-07-12,2026-07-20,8,false
OPP-00164,Qualified,2026-07-20,2026-07-30,10,false
OPP-00164,Demo,2026-07-30,2026-08-07,8,false
OPP-00164,Proposal,2026-08-07,,0,true
OPP-00165,Prospect,2025-11-19,2025-11-23,4,false
OPP-00165,Qualified,2025-11-23,2025-11-29,6,false
OPP-00165,Demo,2025-11-29,,201,true
OPP-00166,Prospect,2025-11-13,,217,true
OPP-00167,Prospect,2026-04-14,,65,true
OPP-00168,Prospect,2025-10-19,2025-10-29,10,false
OPP-00168,Qualified,2025-10-29,2025-11-07,9,false
OPP-00168,Demo,2025-11-07,,223,true
OPP-00169,Prospect,2026-03-29,2026-04-06,8,false
OPP-00169,Qualified,2026-04-06,2026-04-15,9,false
OPP-00169,Demo,2026-04-15,2026-04-18,3,false
OPP-00169,Proposal,2026-04-18,2026-05-01,13,false
OPP-00169,Commit,2026-05-01,,48,true
OPP-00170,Prospect,2025-08-27,,295,true
OPP-00171,Prospect,2024-05-23,2024-06-01,9,false
OPP-00171,Qualified,2024-06-01,2024-06-08,7,false
OPP-00171,Demo,2024-06-08,2024-06-11,3,false
OPP-00171,Proposal,2024-06-11,2024-06-30,19,false
OPP-00171,Commit,2024-06-30,2024-07-12,12,false
OPP-00172,Prospect,2025-06-14,2025-06-24,10,false
OPP-00172,Qualified,2025-06-24,2025-07-02,8,false
OPP-00172,Demo,2025-07-02,2025-07-06,4,false
OPP-00172,Proposal,2025-07-06,2025-07-23,17,false
OPP-00172,Commit,2025-07-23,2025-08-02,10,false
OPP-00173,Prospect,2025-08-02,2025-08-14,12,false
OPP-00173,Qualified,2025-08-14,2025-08-23,9,false
OPP-00173,Demo,2025-08-23,2025-08-28,5,false
OPP-00173,Proposal,2025-08-28,2025-09-09,12,false
OPP-00173,Commit,2025-09-09,2025-09-21,12,false
OPP-00174,Prospect,2026-03-15,2026-03-27,12,false
OPP-00174,Qualified,2026-03-27,,83,true
OPP-00175,Prospect,2025-11-24,2025-12-04,10,false
OPP-00175,Qualified,2025-12-04,2025-12-13,9,false
OPP-00175,Demo,2025-12-13,2025-12-19,6,false
OPP-00175,Proposal,2025-12-19,,181,true
OPP-00176,Prospect,2025-03-22,2025-04-01,10,false
OPP-00176,Qualified,2025-04-01,2025-04-11,10,false
OPP-00176,Demo,2025-04-11,2025-04-18,7,false
OPP-00177,Prospect,2026-01-06,2026-01-17,11,false
OPP-00177,Qualified,2026-01-17,2026-01-25,8,false
OPP-00177,Demo,2026-01-25,2026-01-30,5,false
OPP-00177,Proposal,2026-01-30,,139,true
OPP-00178,Prospect,2024-09-08,2024-09-19,11,false
OPP-00178,Qualified,2024-09-19,2024-09-20,1,false
OPP-00179,Prospect,2025-07-26,2025-08-05,10,false
OPP-00180,Prospect,2025-04-10,2025-04-26,16,false
OPP-00180,Qualified,2025-04-26,2025-05-04,8,false
OPP-00180,Demo,2025-05-04,2025-05-09,5,false
OPP-00180,Proposal,2025-05-09,2025-05-21,12,false
OPP-00180,Commit,2025-05-21,2025-06-02,12,false
OPP-00181,Prospect,2024-06-08,2024-06-14,6,false
OPP-00181,Qualified,2024-06-14,2024-06-18,4,false
OPP-00181,Demo,2024-06-18,2024-06-22,4,false
OPP-00181,Proposal,2024-06-22,2024-07-13,21,false
OPP-00181,Commit,2024-07-13,2024-07-25,12,false
OPP-00182,Prospect,2025-10-20,2025-10-27,7,false
OPP-00182,Qualified,2025-10-27,2025-11-03,7,false
OPP-00182,Demo,2025-11-03,2025-11-08,5,false
OPP-00182,Proposal,2025-11-08,,222,true
OPP-00183,Prospect,2024-05-13,2024-05-26,13,false
OPP-00183,Qualified,2024-05-26,2024-05-31,5,false
OPP-00184,Prospect,2023-12-22,2023-12-30,8,false
OPP-00185,Prospect,2024-01-01,2024-01-11,10,false
OPP-00185,Qualified,2024-01-11,2024-01-20,9,false
OPP-00185,Demo,2024-01-20,2024-01-27,7,false
OPP-00185,Proposal,2024-01-27,2024-02-14,18,false
OPP-00185,Commit,2024-02-14,2024-02-25,11,false
OPP-00186,Prospect,2025-03-18,2025-03-26,8,false
OPP-00187,Prospect,2026-03-26,2026-04-06,11,false
OPP-00187,Qualified,2026-04-06,,73,true
OPP-00188,Prospect,2026-02-08,2026-02-20,12,false
OPP-00188,Qualified,2026-02-20,2026-03-05,13,false
OPP-00188,Demo,2026-03-05,,105,true
OPP-00189,Prospect,2025-10-26,2025-11-04,9,false
OPP-00189,Qualified,2025-11-04,,226,true
OPP-00190,Prospect,2026-01-30,2026-02-10,11,false
OPP-00190,Qualified,2026-02-10,2026-02-16,6,false
OPP-00190,Demo,2026-02-16,2026-02-23,7,false
OPP-00190,Proposal,2026-02-23,2026-03-10,15,false
OPP-00190,Commit,2026-03-10,,100,true
OPP-00191,Prospect,2026-07-10,,0,true
OPP-00192,Prospect,2025-05-21,2025-05-30,9,false
OPP-00192,Qualified,2025-05-30,2025-06-08,9,false
OPP-00192,Demo,2025-06-08,2025-06-12,4,false
OPP-00192,Proposal,2025-06-12,2025-06-27,15,false
OPP-00192,Commit,2025-06-27,2025-07-07,10,false
OPP-00193,Prospect,2026-06-01,2026-06-13,12,false
OPP-00193,Qualified,2026-06-13,2026-06-24,11,false
OPP-00193,Demo,2026-06-24,2026-07-03,9,false
OPP-00193,Proposal,2026-07-03,2026-07-15,12,false
OPP-00193,Commit,2026-07-15,,0,true
OPP-00194,Prospect,2024-11-03,2024-11-16,13,false
OPP-00194,Qualified,2024-11-16,2024-11-27,11,false
OPP-00194,Demo,2024-11-27,2024-12-05,8,false
OPP-00194,Proposal,2024-12-05,2024-12-20,15,false
OPP-00194,Commit,2024-12-20,2025-01-03,14,false
OPP-00195,Prospect,2025-06-06,2025-06-14,8,false
OPP-00196,Prospect,2024-05-24,2024-05-30,6,false
OPP-00196,Qualified,2024-05-30,2024-06-04,5,false
OPP-00196,Demo,2024-06-04,2024-06-08,4,false
OPP-00196,Proposal,2024-06-08,2024-06-22,14,false
OPP-00196,Commit,2024-06-22,2024-07-04,12,false
OPP-00197,Prospect,2026-01-09,2026-01-11,2,false
OPP-00197,Qualified,2026-01-11,2026-01-17,6,false
OPP-00197,Demo,2026-01-17,2026-01-25,8,false
OPP-00197,Proposal,2026-01-25,,144,true
OPP-00198,Prospect,2026-04-04,,75,true
OPP-00199,Prospect,2025-08-31,,291,true
OPP-00200,Prospect,2025-12-28,2026-01-04,7,false
OPP-00200,Qualified,2026-01-04,2026-01-11,7,false
OPP-00200,Demo,2026-01-11,2026-01-19,8,false
OPP-00200,Proposal,2026-01-19,,150,true
OPP-00201,Prospect,2025-06-09,2025-06-15,6,false
OPP-00201,Qualified,2025-06-15,2025-06-21,6,false
OPP-00201,Demo,2025-06-21,2025-06-27,6,false
OPP-00201,Proposal,2025-06-27,2025-07-09,12,false
OPP-00201,Commit,2025-07-09,2025-07-22,13,false
OPP-00202,Prospect,2024-12-23,2024-12-24,1,false
OPP-00202,Qualified,2024-12-24,2025-01-04,11,false
OPP-00203,Prospect,2026-06-13,2026-06-25,12,false
OPP-00203,Qualified,2026-06-25,2026-07-04,9,false
OPP-00203,Demo,2026-07-04,,0,true
OPP-00204,Prospect,2025-07-18,2025-08-03,16,false
OPP-00204,Qualified,2025-08-03,2025-08-13,10,false
OPP-00204,Demo,2025-08-13,2025-08-18,5,false
OPP-00204,Proposal,2025-08-18,2025-09-01,14,false
OPP-00204,Commit,2025-09-01,2025-09-17,16,false
OPP-00205,Prospect,2026-01-12,,157,true
OPP-00206,Prospect,2024-02-23,2024-03-06,12,false
OPP-00206,Qualified,2024-03-06,2024-03-15,9,false
OPP-00206,Demo,2024-03-15,2024-03-22,7,false
OPP-00207,Prospect,2026-04-30,2026-05-09,9,false
OPP-00207,Qualified,2026-05-09,2026-05-21,12,false
OPP-00207,Demo,2026-05-21,,28,true
OPP-00208,Prospect,2026-02-01,2026-02-14,13,false
OPP-00208,Qualified,2026-02-14,2026-02-23,9,false
OPP-00208,Demo,2026-02-23,2026-02-27,4,false
OPP-00208,Proposal,2026-02-27,,111,true
OPP-00209,Prospect,2024-08-13,2024-08-21,8,false
OPP-00209,Qualified,2024-08-21,2024-08-29,8,false
OPP-00209,Demo,2024-08-29,2024-09-03,5,false
OPP-00209,Proposal,2024-09-03,2024-09-22,19,false
OPP-00209,Commit,2024-09-22,2024-10-05,13,false
OPP-00210,Prospect,2025-08-06,2025-08-19,13,false
OPP-00210,Qualified,2025-08-19,2025-08-29,10,false
OPP-00210,Demo,2025-08-29,2025-09-03,5,false
OPP-00210,Proposal,2025-09-03,2025-09-18,15,false
OPP-00211,Prospect,2024-07-19,2024-07-29,10,false
OPP-00212,Prospect,2023-11-29,2023-12-12,13,false
OPP-00212,Qualified,2023-12-12,2023-12-22,10,false
OPP-00212,Demo,2023-12-22,2023-12-26,4,false
OPP-00212,Proposal,2023-12-26,2024-01-06,11,false
OPP-00212,Commit,2024-01-06,2024-01-19,13,false
OPP-00213,Prospect,2025-12-03,2025-12-12,9,false
OPP-00213,Qualified,2025-12-12,,188,true
OPP-00214,Prospect,2025-03-09,2025-03-17,8,false
OPP-00214,Qualified,2025-03-17,2025-03-27,10,false
OPP-00215,Prospect,2024-01-28,2024-02-07,10,false
OPP-00215,Qualified,2024-02-07,2024-02-16,9,false
OPP-00215,Demo,2024-02-16,2024-02-22,6,false
OPP-00215,Proposal,2024-02-22,2024-03-05,12,false
OPP-00215,Commit,2024-03-05,2024-03-19,14,false
OPP-00216,Prospect,2025-12-23,2026-01-02,10,false
OPP-00216,Qualified,2026-01-02,2026-01-10,8,false
OPP-00216,Demo,2026-01-10,,159,true
OPP-00217,Prospect,2026-02-06,2026-02-14,8,false
OPP-00217,Qualified,2026-02-14,2026-02-21,7,false
OPP-00217,Demo,2026-02-21,,117,true
OPP-00218,Prospect,2025-07-26,2025-08-06,11,false
OPP-00218,Qualified,2025-08-06,2025-08-15,9,false
OPP-00218,Demo,2025-08-15,2025-08-19,4,false
OPP-00218,Proposal,2025-08-19,2025-09-03,15,false
OPP-00218,Commit,2025-09-03,2025-09-19,16,false
OPP-00219,Prospect,2024-12-21,2025-01-07,17,false
OPP-00219,Qualified,2025-01-07,2025-01-13,6,false
OPP-00219,Demo,2025-01-13,2025-01-17,4,false
OPP-00219,Proposal,2025-01-17,2025-02-03,17,false
OPP-00219,Commit,2025-02-03,2025-02-12,9,false
OPP-00220,Prospect,2024-04-17,2024-04-23,6,false
OPP-00220,Qualified,2024-04-23,2024-04-30,7,false
OPP-00220,Demo,2024-04-30,2024-05-04,4,false
OPP-00220,Proposal,2024-05-04,2024-05-18,14,false
OPP-00220,Commit,2024-05-18,2024-05-30,12,false
OPP-00221,Prospect,2025-09-06,2025-09-15,9,false
OPP-00221,Qualified,2025-09-15,2025-09-23,8,false
OPP-00221,Demo,2025-09-23,2025-09-29,6,false
OPP-00221,Proposal,2025-09-29,2025-10-13,14,false
OPP-00221,Commit,2025-10-13,2025-10-25,12,false
OPP-00222,Prospect,2023-12-24,2024-01-02,9,false
OPP-00222,Qualified,2024-01-02,2024-01-10,8,false
OPP-00222,Demo,2024-01-10,2024-01-11,1,false
OPP-00222,Proposal,2024-01-11,2024-01-23,12,false
OPP-00222,Commit,2024-01-23,2024-02-03,11,false
OPP-00223,Prospect,2024-02-20,2024-03-04,13,false
OPP-00223,Qualified,2024-03-04,2024-03-13,9,false
OPP-00224,Prospect,2025-10-29,2025-11-08,10,false
OPP-00224,Qualified,2025-11-08,2025-11-17,9,false
OPP-00224,Demo,2025-11-17,2025-11-24,7,false
OPP-00224,Proposal,2025-11-24,2025-12-14,20,false
OPP-00224,Commit,2025-12-14,,186,true
OPP-00225,Prospect,2024-12-17,2024-12-23,6,false
OPP-00225,Qualified,2024-12-23,2025-01-01,9,false
OPP-00225,Demo,2025-01-01,2025-01-05,4,false
OPP-00225,Proposal,2025-01-05,2025-01-20,15,false
OPP-00225,Commit,2025-01-20,2025-02-03,14,false
OPP-00226,Prospect,2025-09-02,2025-09-15,13,false
OPP-00226,Qualified,2025-09-15,2025-09-18,3,false
OPP-00226,Demo,2025-09-18,2025-09-24,6,false
OPP-00226,Proposal,2025-09-24,2025-10-11,17,false
OPP-00226,Commit,2025-10-11,2025-10-28,17,false
OPP-00227,Prospect,2025-12-21,2025-12-31,10,false
OPP-00227,Qualified,2025-12-31,,169,true
OPP-00228,Prospect,2024-09-06,2024-09-11,5,false
OPP-00228,Qualified,2024-09-11,2024-09-20,9,false
OPP-00228,Demo,2024-09-20,2024-09-25,5,false
OPP-00228,Proposal,2024-09-25,2024-10-06,11,false
OPP-00228,Commit,2024-10-06,2024-10-17,11,false
OPP-00229,Prospect,2024-11-20,2024-12-03,13,false
OPP-00229,Qualified,2024-12-03,2024-12-08,5,false
OPP-00229,Demo,2024-12-08,2024-12-15,7,false
OPP-00229,Proposal,2024-12-15,2025-01-01,17,false
OPP-00229,Commit,2025-01-01,2025-01-13,12,false
OPP-00230,Prospect,2026-03-26,2026-04-08,13,false
OPP-00230,Qualified,2026-04-08,2026-04-12,4,false
OPP-00230,Demo,2026-04-12,,67,true
OPP-00231,Prospect,2025-10-15,2025-10-23,8,false
OPP-00231,Qualified,2025-10-23,2025-10-29,6,false
OPP-00231,Demo,2025-10-29,2025-11-05,7,false
OPP-00231,Proposal,2025-11-05,2025-11-23,18,false
OPP-00231,Commit,2025-11-23,2025-12-10,17,false
OPP-00232,Prospect,2024-03-15,2024-03-18,3,false
OPP-00233,Prospect,2026-04-14,2026-04-17,3,false
OPP-00233,Qualified,2026-04-17,2026-04-27,10,false
OPP-00233,Demo,2026-04-27,2026-05-05,8,false
OPP-00233,Proposal,2026-05-05,,44,true
OPP-00234,Prospect,2025-09-07,2025-09-13,6,false
OPP-00235,Prospect,2025-05-15,2025-05-25,10,false
OPP-00235,Qualified,2025-05-25,2025-06-04,10,false
OPP-00235,Demo,2025-06-04,2025-06-08,4,false
OPP-00236,Prospect,2025-09-09,2025-09-15,6,false
OPP-00236,Qualified,2025-09-15,2025-09-26,11,false
OPP-00236,Demo,2025-09-26,,265,true
OPP-00237,Prospect,2025-06-08,2025-06-17,9,false
OPP-00237,Qualified,2025-06-17,2025-06-27,10,false
OPP-00237,Demo,2025-06-27,2025-07-04,7,false
OPP-00237,Proposal,2025-07-04,2025-07-16,12,false
OPP-00237,Commit,2025-07-16,2025-07-30,14,false
OPP-00238,Prospect,2026-03-12,2026-03-24,12,false
OPP-00238,Qualified,2026-03-24,2026-04-04,11,false
OPP-00238,Demo,2026-04-04,,75,true
OPP-00239,Prospect,2026-01-06,2026-01-19,13,false
OPP-00239,Qualified,2026-01-19,2026-01-25,6,false
OPP-00239,Demo,2026-01-25,2026-01-28,3,false
OPP-00239,Proposal,2026-01-28,2026-02-07,10,false
OPP-00239,Commit,2026-02-07,,131,true
OPP-00240,Prospect,2024-10-09,2024-10-20,11,false
OPP-00240,Qualified,2024-10-20,2024-10-29,9,false
OPP-00240,Demo,2024-10-29,2024-11-05,7,false
OPP-00240,Proposal,2024-11-05,2024-11-22,17,false
OPP-00240,Commit,2024-11-22,2024-12-06,14,false
OPP-00241,Prospect,2026-06-30,2026-07-10,10,false
OPP-00241,Qualified,2026-07-10,,0,true
OPP-00242,Prospect,2026-01-27,2026-02-05,9,false
OPP-00242,Qualified,2026-02-05,2026-02-10,5,false
OPP-00242,Demo,2026-02-10,2026-02-17,7,false
OPP-00242,Proposal,2026-02-17,,121,true
OPP-00243,Prospect,2024-10-09,2024-10-13,4,false
OPP-00243,Qualified,2024-10-13,2024-10-22,9,false
OPP-00244,Prospect,2024-01-16,2024-01-28,12,false
OPP-00244,Qualified,2024-01-28,2024-02-06,9,false
OPP-00244,Demo,2024-02-06,2024-02-10,4,false
OPP-00244,Proposal,2024-02-10,2024-02-28,18,false
OPP-00244,Commit,2024-02-28,2024-03-08,9,false
OPP-00245,Prospect,2025-11-15,2025-11-29,14,false
OPP-00245,Qualified,2025-11-29,,201,true
OPP-00246,Prospect,2026-02-22,2026-03-02,8,false
OPP-00246,Qualified,2026-03-02,2026-03-07,5,false
OPP-00246,Demo,2026-03-07,2026-03-11,4,false
OPP-00246,Proposal,2026-03-11,,99,true
OPP-00247,Prospect,2026-04-24,2026-05-02,8,false
OPP-00247,Qualified,2026-05-02,2026-05-07,5,false
OPP-00247,Demo,2026-05-07,2026-05-09,2,false
OPP-00247,Proposal,2026-05-09,2026-05-28,19,false
OPP-00247,Commit,2026-05-28,,21,true
OPP-00248,Prospect,2025-10-02,2025-10-12,10,false
OPP-00248,Qualified,2025-10-12,,249,true
OPP-00249,Prospect,2024-12-05,2024-12-16,11,false
OPP-00249,Qualified,2024-12-16,2024-12-24,8,false
OPP-00249,Demo,2024-12-24,2024-12-28,4,false
OPP-00249,Proposal,2024-12-28,2025-01-09,12,false
OPP-00249,Commit,2025-01-09,2025-01-25,16,false
OPP-00250,Prospect,2024-06-10,2024-06-21,11,false
OPP-00250,Qualified,2024-06-21,2024-06-25,4,false
OPP-00250,Demo,2024-06-25,2024-06-30,5,false
OPP-00250,Proposal,2024-06-30,2024-07-20,20,false
OPP-00250,Commit,2024-07-20,2024-08-05,16,false
OPP-00251,Prospect,2025-09-18,2025-09-28,10,false
OPP-00251,Qualified,2025-09-28,2025-10-04,6,false
OPP-00251,Demo,2025-10-04,2025-10-12,8,false
OPP-00251,Proposal,2025-10-12,2025-10-30,18,false
OPP-00251,Commit,2025-10-30,2025-11-09,10,false
OPP-00252,Prospect,2024-05-27,2024-06-07,11,false
OPP-00252,Qualified,2024-06-07,2024-06-19,12,false
OPP-00252,Demo,2024-06-19,2024-06-26,7,false
OPP-00252,Proposal,2024-06-26,2024-07-09,13,false
OPP-00252,Commit,2024-07-09,2024-07-21,12,false
OPP-00253,Prospect,2024-08-25,2024-08-27,2,false
OPP-00254,Prospect,2026-05-30,2026-06-06,7,false
OPP-00254,Qualified,2026-06-06,2026-06-15,9,false
OPP-00254,Demo,2026-06-15,,3,true
OPP-00255,Prospect,2025-09-29,2025-10-07,8,false
OPP-00255,Qualified,2025-10-07,2025-10-15,8,false
OPP-00255,Demo,2025-10-15,2025-10-19,4,false
OPP-00255,Proposal,2025-10-19,2025-11-04,16,false
OPP-00255,Commit,2025-11-04,2025-11-16,12,false
OPP-00256,Prospect,2026-03-02,,108,true
OPP-00257,Prospect,2026-05-01,2026-05-13,12,false
OPP-00257,Qualified,2026-05-13,,36,true
OPP-00258,Prospect,2026-01-26,,143,true
OPP-00259,Prospect,2025-10-27,,234,true
OPP-00260,Prospect,2023-11-28,2023-12-03,5,false
OPP-00260,Qualified,2023-12-03,2023-12-09,6,false
OPP-00260,Demo,2023-12-09,2023-12-18,9,false
OPP-00260,Proposal,2023-12-18,2023-12-29,11,false
OPP-00260,Commit,2023-12-29,2024-01-18,20,false
OPP-00261,Prospect,2025-12-04,2025-12-13,9,false
OPP-00261,Qualified,2025-12-13,2025-12-23,10,false
OPP-00261,Demo,2025-12-23,2025-12-27,4,false
OPP-00261,Proposal,2025-12-27,2026-01-15,19,false
OPP-00261,Commit,2026-01-15,,154,true
OPP-00262,Prospect,2025-09-24,2025-10-04,10,false
OPP-00262,Qualified,2025-10-04,2025-10-12,8,false
OPP-00262,Demo,2025-10-12,2025-10-16,4,false
OPP-00262,Proposal,2025-10-16,2025-10-31,15,false
OPP-00262,Commit,2025-10-31,2025-11-13,13,false
OPP-00263,Prospect,2026-06-01,2026-06-07,6,false
OPP-00263,Qualified,2026-06-07,2026-06-10,3,false
OPP-00263,Demo,2026-06-10,,8,true
OPP-00264,Prospect,2025-12-09,,191,true
OPP-00265,Prospect,2023-12-17,2023-12-31,14,false
OPP-00265,Qualified,2023-12-31,2024-01-08,8,false
OPP-00265,Demo,2024-01-08,2024-01-09,1,false
OPP-00265,Proposal,2024-01-09,2024-01-24,15,false
OPP-00265,Commit,2024-01-24,2024-02-10,17,false
OPP-00266,Prospect,2023-12-28,2024-01-10,13,false
OPP-00266,Qualified,2024-01-10,2024-01-19,9,false
OPP-00267,Prospect,2025-09-09,2025-09-21,12,false
OPP-00267,Qualified,2025-09-21,2025-09-30,9,false
OPP-00267,Demo,2025-09-30,2025-10-04,4,false
OPP-00267,Proposal,2025-10-04,2025-10-20,16,false
OPP-00267,Commit,2025-10-20,2025-11-02,13,false
OPP-00268,Prospect,2024-08-13,2024-08-17,4,false
OPP-00268,Qualified,2024-08-17,2024-08-24,7,false
OPP-00268,Demo,2024-08-24,2024-08-30,6,false
OPP-00268,Proposal,2024-08-30,2024-09-17,18,false
OPP-00268,Commit,2024-09-17,2024-09-29,12,false
OPP-00269,Prospect,2025-07-05,2025-07-13,8,false
OPP-00269,Qualified,2025-07-13,2025-07-24,11,false
OPP-00269,Demo,2025-07-24,2025-07-29,5,false
OPP-00269,Proposal,2025-07-29,2025-08-12,14,false
OPP-00269,Commit,2025-08-12,2025-08-27,15,false
OPP-00270,Prospect,2026-03-30,2026-04-05,6,false
OPP-00270,Qualified,2026-04-05,2026-04-16,11,false
OPP-00270,Demo,2026-04-16,2026-04-25,9,false
OPP-00270,Proposal,2026-04-25,2026-05-08,13,false
OPP-00270,Commit,2026-05-08,,41,true
OPP-00271,Prospect,2024-06-16,2024-06-26,10,false
OPP-00271,Qualified,2024-06-26,2024-07-05,9,false
OPP-00271,Demo,2024-07-05,2024-07-10,5,false
OPP-00271,Proposal,2024-07-10,2024-07-23,13,false
OPP-00271,Commit,2024-07-23,2024-08-05,13,false
OPP-00272,Prospect,2025-10-28,2025-11-02,5,false
OPP-00272,Qualified,2025-11-02,2025-11-10,8,false
OPP-00272,Demo,2025-11-10,2025-11-17,7,false
OPP-00272,Proposal,2025-11-17,2025-12-03,16,false
OPP-00272,Commit,2025-12-03,2025-12-18,15,false
OPP-00273,Prospect,2025-01-22,2025-01-31,9,false
OPP-00273,Qualified,2025-01-31,2025-02-07,7,false
OPP-00273,Demo,2025-02-07,2025-02-13,6,false
OPP-00273,Proposal,2025-02-13,2025-02-24,11,false
OPP-00273,Commit,2025-02-24,2025-03-12,16,false
OPP-00274,Prospect,2026-01-20,2026-01-30,10,false
OPP-00274,Qualified,2026-01-30,2026-02-07,8,false
OPP-00274,Demo,2026-02-07,,131,true
OPP-00275,Prospect,2026-03-12,2026-03-16,4,false
OPP-00275,Qualified,2026-03-16,,94,true
OPP-00276,Prospect,2025-12-28,2026-01-12,15,false
OPP-00276,Qualified,2026-01-12,2026-01-20,8,false
OPP-00276,Demo,2026-01-20,,149,true
OPP-00277,Prospect,2025-10-19,2025-10-28,9,false
OPP-00277,Qualified,2025-10-28,2025-11-05,8,false
OPP-00277,Demo,2025-11-05,,225,true
OPP-00278,Prospect,2025-09-21,2025-10-05,14,false
OPP-00278,Qualified,2025-10-05,2025-10-13,8,false
OPP-00278,Demo,2025-10-13,2025-10-20,7,false
OPP-00278,Proposal,2025-10-20,2025-11-02,13,false
OPP-00278,Commit,2025-11-02,2025-11-15,13,false
OPP-00279,Prospect,2025-11-16,2025-11-24,8,false
OPP-00279,Qualified,2025-11-24,,206,true
OPP-00280,Prospect,2026-01-02,2026-01-06,4,false
OPP-00280,Qualified,2026-01-06,2026-01-12,6,false
OPP-00280,Demo,2026-01-12,2026-01-16,4,false
OPP-00280,Proposal,2026-01-16,2026-01-29,13,false
OPP-00280,Commit,2026-01-29,,140,true
OPP-00281,Prospect,2024-05-06,2024-05-15,9,false
OPP-00281,Qualified,2024-05-15,2024-05-26,11,false
OPP-00281,Demo,2024-05-26,2024-06-03,8,false
OPP-00281,Proposal,2024-06-03,2024-06-18,15,false
OPP-00281,Commit,2024-06-18,2024-07-03,15,false
