time_entry_id,entry_date,project_id,consultant_id,hours,billable_hours,non_billable_hours,entry_type,bill_rate,cost_rate,revenue,labor_cost
TE0003944,2025-06-18,PR0006,CN082,0.5,0.5,0,Billable Delivery,159,75,79.5,37.5
TE0003945,2025-06-19,PR0006,CN082,2.96,2.96,0,Billable Delivery,159,75,470.64,222.0
TE0003946,2025-01-01,PR0006,CN088,4.82,0,4.82,Internal,0,66,0.0,318.12
TE0003947,2025-01-02,PR0006,CN088,4.26,4.26,0,Billable Delivery,144,66,613.44,281.16
TE0003948,2025-01-03,PR0006,CN088,5.4,5.4,0,Billable Delivery,144,66,777.6,356.4
TE0003949,2025-01-07,PR0006,CN088,5.47,5.47,0,Billable Delivery,144,66,787.68,361.02
TE0003950,2025-01-08,PR0006,CN088,7.58,7.58,0,Billable Delivery,144,66,1091.52,500.28
TE0003951,2025-01-09,PR0006,CN088,8.03,8.03,0,Billable Delivery,144,66,1156.32,529.98
TE0003952,2025-01-10,PR0006,CN088,5.71,0,5.71,Internal,0,66,0.0,376.86
TE0003953,2025-01-13,PR0006,CN088,6.7,6.7,0,Billable Delivery,144,66,964.8,442.2
TE0003954,2025-01-14,PR0006,CN088,5.76,5.76,0,Billable Delivery,144,66,829.44,380.16
TE0003955,2025-01-15,PR0006,CN088,6.05,6.05,0,Billable Delivery,144,66,871.2,399.3
TE0003956,2025-01-17,PR0006,CN088,5.52,5.52,0,Billable Delivery,144,66,794.88,364.32
TE0003957,2025-01-20,PR0006,CN088,4.59,4.59,0,Billable Delivery,144,66,660.96,302.94
TE0003958,2025-01-21,PR0006,CN088,6.92,6.92,0,Billable Delivery,144,66,996.48,456.72
TE0003959,2025-01-22,PR0006,CN088,5.53,5.53,0,Billable Delivery,144,66,796.32,364.98
TE0003960,2025-01-23,PR0006,CN088,4.32,4.32,0,Billable Delivery,144,66,622.08,285.12
TE0003961,2025-01-24,PR0006,CN088,7.35,7.35,0,Billable Delivery,144,66,1058.4,485.1
TE0003962,2025-01-27,PR0006,CN088,5.69,5.69,0,Billable Delivery,144,66,819.36,375.54
TE0003963,2025-01-28,PR0006,CN088,5.28,5.28,0,Billable Delivery,144,66,760.32,348.48
TE0003964,2025-01-29,PR0006,CN088,6.64,6.64,0,Billable Delivery,144,66,956.16,438.24
TE0003965,2025-01-30,PR0006,CN088,4.48,4.48,0,Billable Delivery,144,66,645.12,295.68
TE0003966,2025-01-31,PR0006,CN088,6.12,6.12,0,Billable Delivery,144,66,881.28,403.92
TE0003967,2025-02-03,PR0006,CN088,7.27,7.27,0,Billable Delivery,144,66,1046.88,479.82
TE0003968,2025-02-04,PR0006,CN088,4.18,4.18,0,Billable Delivery,144,66,601.92,275.88
TE0003969,2025-02-06,PR0006,CN088,5.59,0,5.59,Rework,0,66,0.0,368.94
TE0003970,2025-02-07,PR0006,CN088,7.16,7.16,0,Billable Delivery,144,66,1031.04,472.56
TE0003971,2025-02-10,PR0006,CN088,7.95,7.95,0,Billable Delivery,144,66,1144.8,524.7
TE0003972,2025-02-11,PR0006,CN088,7.5,7.5,0,Billable Delivery,144,66,1080.0,495.0
TE0003973,2025-02-13,PR0006,CN088,4.79,4.79,0,Billable Delivery,144,66,689.76,316.14
TE0003974,2025-02-14,PR0006,CN088,7.34,0,7.34,Enablement,0,66,0.0,484.44
TE0003975,2025-02-18,PR0006,CN088,5.69,5.69,0,Billable Delivery,144,66,819.36,375.54
TE0003976,2025-02-19,PR0006,CN088,5.63,5.63,0,Billable Delivery,144,66,810.72,371.58
TE0003977,2025-02-20,PR0006,CN088,5.15,5.15,0,Billable Delivery,144,66,741.6,339.9
TE0003978,2025-02-21,PR0006,CN088,4.2,4.2,0,Billable Delivery,144,66,604.8,277.2
TE0003979,2025-02-24,PR0006,CN088,5.49,5.49,0,Billable Delivery,144,66,790.56,362.34
TE0003980,2025-02-25,PR0006,CN088,5.8,5.8,0,Billable Delivery,144,66,835.2,382.8
TE0003981,2025-02-26,PR0006,CN088,5.13,5.13,0,Billable Delivery,144,66,738.72,338.58
TE0003982,2025-02-27,PR0006,CN088,7.41,7.41,0,Billable Delivery,144,66,1067.04,489.06
TE0003983,2025-03-03,PR0006,CN088,6.52,6.52,0,Billable Delivery,144,66,938.88,430.32
TE0003984,2025-03-04,PR0006,CN088,3.9,3.9,0,Billable Delivery,144,66,561.6,257.4
TE0003985,2025-03-05,PR0006,CN088,4.84,4.84,0,Billable Delivery,144,66,696.96,319.44
TE0003986,2025-03-06,PR0006,CN088,8.61,8.61,0,Billable Delivery,144,66,1239.84,568.26
TE0003987,2025-03-07,PR0006,CN088,3.91,3.91,0,Billable Delivery,144,66,563.04,258.06
TE0003988,2025-03-10,PR0006,CN088,6.93,6.93,0,Billable Delivery,144,66,997.92,457.38
TE0003989,2025-03-11,PR0006,CN088,5.89,5.89,0,Billable Delivery,144,66,848.16,388.74
TE0003990,2025-03-12,PR0006,CN088,5.87,5.87,0,Billable Delivery,144,66,845.28,387.42
TE0003991,2025-03-14,PR0006,CN088,5.71,5.71,0,Billable Delivery,144,66,822.24,376.86
TE0003992,2025-03-17,PR0006,CN088,7.01,7.01,0,Billable Delivery,144,66,1009.44,462.66
TE0003993,2025-03-18,PR0006,CN088,6.45,6.45,0,Billable Delivery,144,66,928.8,425.7
TE0003994,2025-03-19,PR0006,CN088,7.61,0,7.61,Admin,0,66,0.0,502.26
TE0003995,2025-03-20,PR0006,CN088,6.66,6.66,0,Billable Delivery,144,66,959.04,439.56
TE0003996,2025-03-24,PR0006,CN088,7.0,7.0,0,Billable Delivery,144,66,1008.0,462.0
TE0003997,2025-03-25,PR0006,CN088,5.92,5.92,0,Billable Delivery,144,66,852.48,390.72
TE0003998,2025-03-27,PR0006,CN088,6.46,6.46,0,Billable Delivery,144,66,930.24,426.36
TE0003999,2025-03-28,PR0006,CN088,4.36,4.36,0,Billable Delivery,144,66,627.84,287.76
TE0004000,2025-03-31,PR0006,CN088,5.04,5.04,0,Billable Delivery,144,66,725.76,332.64
TE0004001,2025-04-01,PR0006,CN088,7.13,7.13,0,Billable Delivery,144,66,1026.72,470.58
TE0004002,2025-04-02,PR0006,CN088,5.75,5.75,0,Billable Delivery,144,66,828.0,379.5
TE0004003,2025-04-03,PR0006,CN088,7.2,7.2,0,Billable Delivery,144,66,1036.8,475.2
TE0004004,2025-04-04,PR0006,CN088,6.26,6.26,0,Billable Delivery,144,66,901.44,413.16
TE0004005,2025-04-07,PR0006,CN088,6.99,6.99,0,Billable Delivery,144,66,1006.56,461.34
TE0004006,2025-04-10,PR0006,CN088,7.96,7.96,0,Billable Delivery,144,66,1146.24,525.36
TE0004007,2025-04-11,PR0006,CN088,5.57,5.57,0,Billable Delivery,144,66,802.08,367.62
TE0004008,2025-04-14,PR0006,CN088,6.38,6.38,0,Billable Delivery,144,66,918.72,421.08
TE0004009,2025-04-15,PR0006,CN088,4.47,4.47,0,Billable Delivery,144,66,643.68,295.02
TE0004010,2025-04-16,PR0006,CN088,5.32,5.32,0,Billable Delivery,144,66,766.08,351.12
TE0004011,2025-04-17,PR0006,CN088,3.83,0,3.83,Admin,0,66,0.0,252.78
TE0004012,2025-04-18,PR0006,CN088,5.15,5.15,0,Billable Delivery,144,66,741.6,339.9
TE0004013,2025-04-21,PR0006,CN088,8.01,8.01,0,Billable Delivery,144,66,1153.44,528.66
TE0004014,2025-04-23,PR0006,CN088,5.52,5.52,0,Billable Delivery,144,66,794.88,364.32
TE0004015,2025-04-25,PR0006,CN088,7.84,7.84,0,Billable Delivery,144,66,1128.96,517.44
TE0004016,2025-04-28,PR0006,CN088,6.58,6.58,0,Billable Delivery,144,66,947.52,434.28
TE0004017,2025-04-29,PR0006,CN088,5.66,0,5.66,Rework,0,66,0.0,373.56
TE0004018,2025-04-30,PR0006,CN088,4.88,4.88,0,Billable Delivery,144,66,702.72,322.08
TE0004019,2025-05-01,PR0006,CN088,7.3,7.3,0,Billable Delivery,144,66,1051.2,481.8
TE0004020,2025-05-02,PR0006,CN088,5.53,5.53,0,Billable Delivery,144,66,796.32,364.98
TE0004021,2025-05-05,PR0006,CN088,4.17,4.17,0,Billable Delivery,144,66,600.48,275.22
TE0004022,2025-05-06,PR0006,CN088,6.49,6.49,0,Billable Delivery,144,66,934.56,428.34
TE0004023,2025-05-07,PR0006,CN088,7.42,7.42,0,Billable Delivery,144,66,1068.48,489.72
TE0004024,2025-05-08,PR0006,CN088,6.58,6.58,0,Billable Delivery,144,66,947.52,434.28
TE0004025,2025-05-09,PR0006,CN088,4.5,4.5,0,Billable Delivery,144,66,648.0,297.0
TE0004026,2025-05-13,PR0006,CN088,4.49,4.49,0,Billable Delivery,144,66,646.56,296.34
TE0004027,2025-05-14,PR0006,CN088,7.02,7.02,0,Billable Delivery,144,66,1010.88,463.32
TE0004028,2025-05-15,PR0006,CN088,6.75,0,6.75,Internal,0,66,0.0,445.5
TE0004029,2025-05-16,PR0006,CN088,5.87,5.87,0,Billable Delivery,144,66,845.28,387.42
TE0004030,2025-05-20,PR0006,CN088,6.08,6.08,0,Billable Delivery,144,66,875.52,401.28
TE0004031,2025-05-21,PR0006,CN088,4.29,4.29,0,Billable Delivery,144,66,617.76,283.14
TE0004032,2025-05-22,PR0006,CN088,4.69,4.69,0,Billable Delivery,144,66,675.36,309.54
TE0004033,2025-05-26,PR0006,CN088,5.15,5.15,0,Billable Delivery,144,66,741.6,339.9
TE0004034,2025-05-27,PR0006,CN088,7.77,7.77,0,Billable Delivery,144,66,1118.88,512.82
TE0004035,2025-05-28,PR0006,CN088,7.86,7.86,0,Billable Delivery,144,66,1131.84,518.76
TE0004036,2025-05-30,PR0006,CN088,5.83,5.83,0,Billable Delivery,144,66,839.52,384.78
TE0004037,2025-06-02,PR0006,CN088,5.59,5.59,0,Billable Delivery,144,66,804.96,368.94
TE0004038,2025-06-03,PR0006,CN088,4.17,4.17,0,Billable Delivery,144,66,600.48,275.22
TE0004039,2025-06-04,PR0006,CN088,4.55,4.55,0,Billable Delivery,144,66,655.2,300.3
TE0004040,2025-06-05,PR0006,CN088,6.71,6.71,0,Billable Delivery,144,66,966.24,442.86
TE0004041,2025-06-06,PR0006,CN088,8.34,8.34,0,Billable Delivery,144,66,1200.96,550.44
TE0004042,2025-06-09,PR0006,CN088,5.36,5.36,0,Billable Delivery,144,66,771.84,353.76
TE0004043,2025-06-10,PR0006,CN088,5.96,0,5.96,Enablement,0,66,0.0,393.36
TE0004044,2025-06-11,PR0006,CN088,5.06,5.06,0,Billable Delivery,144,66,728.64,333.96
TE0004045,2025-06-16,PR0006,CN088,9.31,9.31,0,Billable Delivery,144,66,1340.64,614.46
TE0004046,2025-06-19,PR0006,CN088,4.18,0,4.18,Rework,0,66,0.0,275.88
TE0004047,2025-01-01,PR0006,CN017,5.26,5.26,0,Billable Delivery,123,60,646.98,315.6
TE0004048,2025-01-02,PR0006,CN017,2.88,2.88,0,Billable Delivery,123,60,354.24,172.8
TE0004049,2025-01-06,PR0006,CN017,2.7,2.7,0,Billable Delivery,123,60,332.1,162.0
TE0004050,2025-01-07,PR0006,CN017,4.77,4.77,0,Billable Delivery,123,60,586.71,286.2
TE0004051,2025-01-08,PR0006,CN017,5.14,5.14,0,Billable Delivery,123,60,632.22,308.4
TE0004052,2025-01-09,PR0006,CN017,7.02,0,7.02,Internal,0,60,0.0,421.2
TE0004053,2025-01-13,PR0006,CN017,4.66,4.66,0,Billable Delivery,123,60,573.18,279.6
TE0004054,2025-01-14,PR0006,CN017,6.3,6.3,0,Billable Delivery,123,60,774.9,378.0
TE0004055,2025-01-15,PR0006,CN017,1.68,1.68,0,Billable Delivery,123,60,206.64,100.8
TE0004056,2025-01-17,PR0006,CN017,7.03,7.03,0,Billable Delivery,123,60,864.69,421.8
TE0004057,2025-01-21,PR0006,CN017,3.48,3.48,0,Billable Delivery,123,60,428.04,208.8
TE0004058,2025-01-22,PR0006,CN017,1.79,1.79,0,Billable Delivery,123,60,220.17,107.4
TE0004059,2025-01-23,PR0006,CN017,1.57,1.57,0,Billable Delivery,123,60,193.11,94.2
TE0004060,2025-01-28,PR0006,CN017,5.65,0,5.65,Internal,0,60,0.0,339.0
TE0004061,2025-01-29,PR0006,CN017,4.63,0,4.63,Enablement,0,60,0.0,277.8
TE0004062,2025-01-30,PR0006,CN017,1.28,1.28,0,Billable Delivery,123,60,157.44,76.8
TE0004063,2025-02-03,PR0006,CN017,3.68,0,3.68,Internal,0,60,0.0,220.8
TE0004064,2025-02-04,PR0006,CN017,4.82,4.82,0,Billable Delivery,123,60,592.86,289.2
TE0004065,2025-02-07,PR0006,CN017,6.61,6.61,0,Billable Delivery,123,60,813.03,396.6
TE0004066,2025-02-10,PR0006,CN017,3.26,3.26,0,Billable Delivery,123,60,400.98,195.6
TE0004067,2025-02-11,PR0006,CN017,4.06,4.06,0,Billable Delivery,123,60,499.38,243.6
TE0004068,2025-02-12,PR0006,CN017,5.77,0,5.77,Internal,0,60,0.0,346.2
TE0004069,2025-02-13,PR0006,CN017,5.52,5.52,0,Billable Delivery,123,60,678.96,331.2
TE0004070,2025-02-14,PR0006,CN017,2.27,2.27,0,Billable Delivery,123,60,279.21,136.2
TE0004071,2025-02-17,PR0006,CN017,7.12,7.12,0,Billable Delivery,123,60,875.76,427.2
TE0004072,2025-02-18,PR0006,CN017,0.81,0,0.81,Rework,0,60,0.0,48.6
TE0004073,2025-02-20,PR0006,CN017,4.96,4.96,0,Billable Delivery,123,60,610.08,297.6
TE0004074,2025-02-21,PR0006,CN017,6.32,6.32,0,Billable Delivery,123,60,777.36,379.2
TE0004075,2025-02-24,PR0006,CN017,2.6,2.6,0,Billable Delivery,123,60,319.8,156.0
TE0004076,2025-02-25,PR0006,CN017,1.64,1.64,0,Billable Delivery,123,60,201.72,98.4
TE0004077,2025-02-27,PR0006,CN017,3.16,3.16,0,Billable Delivery,123,60,388.68,189.6
TE0004078,2025-02-28,PR0006,CN017,5.87,5.87,0,Billable Delivery,123,60,722.01,352.2
TE0004079,2025-03-03,PR0006,CN017,3.15,3.15,0,Billable Delivery,123,60,387.45,189.0
TE0004080,2025-03-04,PR0006,CN017,4.43,4.43,0,Billable Delivery,123,60,544.89,265.8
TE0004081,2025-03-05,PR0006,CN017,4.05,4.05,0,Billable Delivery,123,60,498.15,243.0
TE0004082,2025-03-06,PR0006,CN017,5.27,5.27,0,Billable Delivery,123,60,648.21,316.2
TE0004083,2025-03-07,PR0006,CN017,5.6,5.6,0,Billable Delivery,123,60,688.8,336.0
TE0004084,2025-03-10,PR0006,CN017,3.49,3.49,0,Billable Delivery,123,60,429.27,209.4
TE0004085,2025-03-11,PR0006,CN017,3.0,3.0,0,Billable Delivery,123,60,369.0,180.0
TE0004086,2025-03-12,PR0006,CN017,4.1,4.1,0,Billable Delivery,123,60,504.3,246.0
TE0004087,2025-03-13,PR0006,CN017,4.82,4.82,0,Billable Delivery,123,60,592.86,289.2
TE0004088,2025-03-14,PR0006,CN017,4.74,4.74,0,Billable Delivery,123,60,583.02,284.4
TE0004089,2025-03-17,PR0006,CN017,4.13,4.13,0,Billable Delivery,123,60,507.99,247.8
TE0004090,2025-03-18,PR0006,CN017,4.07,4.07,0,Billable Delivery,123,60,500.61,244.2
TE0004091,2025-03-19,PR0006,CN017,5.03,5.03,0,Billable Delivery,123,60,618.69,301.8
TE0004092,2025-03-20,PR0006,CN017,6.03,6.03,0,Billable Delivery,123,60,741.69,361.8
TE0004093,2025-03-24,PR0006,CN017,5.4,5.4,0,Billable Delivery,123,60,664.2,324.0
TE0004094,2025-03-25,PR0006,CN017,4.96,4.96,0,Billable Delivery,123,60,610.08,297.6
TE0004095,2025-03-26,PR0006,CN017,4.33,4.33,0,Billable Delivery,123,60,532.59,259.8
TE0004096,2025-03-28,PR0006,CN017,2.48,2.48,0,Billable Delivery,123,60,305.04,148.8
TE0004097,2025-03-31,PR0006,CN017,3.25,3.25,0,Billable Delivery,123,60,399.75,195.0
TE0004098,2025-04-02,PR0006,CN017,4.19,4.19,0,Billable Delivery,123,60,515.37,251.4
TE0004099,2025-04-03,PR0006,CN017,4.13,4.13,0,Billable Delivery,123,60,507.99,247.8
TE0004100,2025-04-04,PR0006,CN017,4.47,4.47,0,Billable Delivery,123,60,549.81,268.2
TE0004101,2025-04-07,PR0006,CN017,3.67,3.67,0,Billable Delivery,123,60,451.41,220.2
TE0004102,2025-04-09,PR0006,CN017,4.11,4.11,0,Billable Delivery,123,60,505.53,246.6
TE0004103,2025-04-11,PR0006,CN017,5.92,5.92,0,Billable Delivery,123,60,728.16,355.2
TE0004104,2025-04-14,PR0006,CN017,4.25,4.25,0,Billable Delivery,123,60,522.75,255.0
TE0004105,2025-04-15,PR0006,CN017,4.72,4.72,0,Billable Delivery,123,60,580.56,283.2
TE0004106,2025-04-16,PR0006,CN017,4.63,4.63,0,Billable Delivery,123,60,569.49,277.8
TE0004107,2025-04-18,PR0006,CN017,3.6,3.6,0,Billable Delivery,123,60,442.8,216.0
TE0004108,2025-04-22,PR0006,CN017,3.23,3.23,0,Billable Delivery,123,60,397.29,193.8
TE0004109,2025-04-24,PR0006,CN017,3.27,3.27,0,Billable Delivery,123,60,402.21,196.2
TE0004110,2025-04-25,PR0006,CN017,2.94,0,2.94,Internal,0,60,0.0,176.4
TE0004111,2025-04-28,PR0006,CN017,4.96,4.96,0,Billable Delivery,123,60,610.08,297.6
TE0004112,2025-04-29,PR0006,CN017,5.06,5.06,0,Billable Delivery,123,60,622.38,303.6
TE0004113,2025-04-30,PR0006,CN017,4.23,4.23,0,Billable Delivery,123,60,520.29,253.8
TE0004114,2025-05-02,PR0006,CN017,6.61,6.61,0,Billable Delivery,123,60,813.03,396.6
TE0004115,2025-05-05,PR0006,CN017,2.9,2.9,0,Billable Delivery,123,60,356.7,174.0
TE0004116,2025-05-08,PR0006,CN017,6.58,6.58,0,Billable Delivery,123,60,809.34,394.8
TE0004117,2025-05-12,PR0006,CN017,5.25,5.25,0,Billable Delivery,123,60,645.75,315.0
TE0004118,2025-05-13,PR0006,CN017,4.12,0,4.12,Admin,0,60,0.0,247.2
TE0004119,2025-05-15,PR0006,CN017,5.9,5.9,0,Billable Delivery,123,60,725.7,354.0
TE0004120,2025-05-16,PR0006,CN017,3.27,3.27,0,Billable Delivery,123,60,402.21,196.2
TE0004121,2025-05-19,PR0006,CN017,3.44,3.44,0,Billable Delivery,123,60,423.12,206.4
TE0004122,2025-05-20,PR0006,CN017,2.81,2.81,0,Billable Delivery,123,60,345.63,168.6
TE0004123,2025-05-21,PR0006,CN017,4.36,4.36,0,Billable Delivery,123,60,536.28,261.6
TE0004124,2025-05-22,PR0006,CN017,3.54,3.54,0,Billable Delivery,123,60,435.42,212.4
TE0004125,2025-05-23,PR0006,CN017,5.72,5.72,0,Billable Delivery,123,60,703.56,343.2
TE0004126,2025-05-26,PR0006,CN017,4.02,4.02,0,Billable Delivery,123,60,494.46,241.2
TE0004127,2025-05-27,PR0006,CN017,4.91,0,4.91,Enablement,0,60,0.0,294.6
TE0004128,2025-05-28,PR0006,CN017,5.76,5.76,0,Billable Delivery,123,60,708.48,345.6
TE0004129,2025-05-29,PR0006,CN017,5.4,0,5.4,Rework,0,60,0.0,324.0
TE0004130,2025-05-30,PR0006,CN017,2.42,2.42,0,Billable Delivery,123,60,297.66,145.2
TE0004131,2025-06-02,PR0006,CN017,5.74,0,5.74,Rework,0,60,0.0,344.4
TE0004132,2025-06-03,PR0006,CN017,4.32,4.32,0,Billable Delivery,123,60,531.36,259.2
TE0004133,2025-06-05,PR0006,CN017,3.95,0,3.95,Rework,0,60,0.0,237.0
TE0004134,2025-06-06,PR0006,CN017,3.63,3.63,0,Billable Delivery,123,60,446.49,217.8
TE0004135,2025-06-09,PR0006,CN017,4.07,4.07,0,Billable Delivery,123,60,500.61,244.2
TE0004136,2025-06-10,PR0006,CN017,4.09,4.09,0,Billable Delivery,123,60,503.07,245.4
TE0004137,2025-06-11,PR0006,CN017,1.81,0,1.81,Rework,0,60,0.0,108.6
TE0004138,2025-06-12,PR0006,CN017,1.71,1.71,0,Billable Delivery,123,60,210.33,102.6
TE0004139,2025-06-13,PR0006,CN017,7.12,7.12,0,Billable Delivery,123,60,875.76,427.2
TE0004140,2025-06-16,PR0006,CN017,3.7,3.7,0,Billable Delivery,123,60,455.1,222.0
TE0004141,2025-06-18,PR0006,CN017,3.42,0,3.42,Enablement,0,60,0.0,205.2
TE0004142,2025-01-01,PR0006,CN028,4.97,4.97,0,Billable Delivery,168,70,834.96,347.9
TE0004143,2025-01-03,PR0006,CN028,4.21,4.21,0,Billable Delivery,168,70,707.28,294.7
TE0004144,2025-01-06,PR0006,CN028,5.19,5.19,0,Billable Delivery,168,70,871.92,363.3
TE0004145,2025-01-07,PR0006,CN028,4.62,4.62,0,Billable Delivery,168,70,776.16,323.4
TE0004146,2025-01-08,PR0006,CN028,5.2,5.2,0,Billable Delivery,168,70,873.6,364.0
TE0004147,2025-01-09,PR0006,CN028,4.8,4.8,0,Billable Delivery,168,70,806.4,336.0
TE0004148,2025-01-10,PR0006,CN028,4.42,4.42,0,Billable Delivery,168,70,742.56,309.4
TE0004149,2025-01-13,PR0006,CN028,4.49,4.49,0,Billable Delivery,168,70,754.32,314.3
TE0004150,2025-01-14,PR0006,CN028,6.92,6.92,0,Billable Delivery,168,70,1162.56,484.4
TE0004151,2025-01-15,PR0006,CN028,4.56,4.56,0,Billable Delivery,168,70,766.08,319.2
TE0004152,2025-01-16,PR0006,CN028,5.13,5.13,0,Billable Delivery,168,70,861.84,359.1
TE0004153,2025-01-17,PR0006,CN028,3.06,0,3.06,Internal,0,70,0.0,214.2
TE0004154,2025-01-21,PR0006,CN028,6.14,6.14,0,Billable Delivery,168,70,1031.52,429.8
TE0004155,2025-01-22,PR0006,CN028,4.22,4.22,0,Billable Delivery,168,70,708.96,295.4
TE0004156,2025-01-23,PR0006,CN028,6.53,6.53,0,Billable Delivery,168,70,1097.04,457.1
TE0004157,2025-01-24,PR0006,CN028,5.58,5.58,0,Billable Delivery,168,70,937.44,390.6
TE0004158,2025-01-28,PR0006,CN028,5.16,5.16,0,Billable Delivery,168,70,866.88,361.2
TE0004159,2025-01-29,PR0006,CN028,5.62,0,5.62,Internal,0,70,0.0,393.4
TE0004160,2025-01-30,PR0006,CN028,3.01,0,3.01,Admin,0,70,0.0,210.7
TE0004161,2025-01-31,PR0006,CN028,6.01,6.01,0,Billable Delivery,168,70,1009.68,420.7
TE0004162,2025-02-03,PR0006,CN028,4.68,4.68,0,Billable Delivery,168,70,786.24,327.6
TE0004163,2025-02-05,PR0006,CN028,4.86,4.86,0,Billable Delivery,168,70,816.48,340.2
TE0004164,2025-02-06,PR0006,CN028,4.05,4.05,0,Billable Delivery,168,70,680.4,283.5
TE0004165,2025-02-07,PR0006,CN028,6.59,6.59,0,Billable Delivery,168,70,1107.12,461.3
TE0004166,2025-02-11,PR0006,CN028,4.52,4.52,0,Billable Delivery,168,70,759.36,316.4
TE0004167,2025-02-12,PR0006,CN028,5.2,5.2,0,Billable Delivery,168,70,873.6,364.0
TE0004168,2025-02-13,PR0006,CN028,5.96,5.96,0,Billable Delivery,168,70,1001.28,417.2
TE0004169,2025-02-14,PR0006,CN028,6.59,6.59,0,Billable Delivery,168,70,1107.12,461.3
TE0004170,2025-02-17,PR0006,CN028,4.1,4.1,0,Billable Delivery,168,70,688.8,287.0
TE0004171,2025-02-18,PR0006,CN028,4.43,4.43,0,Billable Delivery,168,70,744.24,310.1
TE0004172,2025-02-20,PR0006,CN028,4.61,4.61,0,Billable Delivery,168,70,774.48,322.7
TE0004173,2025-02-21,PR0006,CN028,4.68,4.68,0,Billable Delivery,168,70,786.24,327.6
TE0004174,2025-02-24,PR0006,CN028,5.76,5.76,0,Billable Delivery,168,70,967.68,403.2
TE0004175,2025-02-25,PR0006,CN028,6.12,6.12,0,Billable Delivery,168,70,1028.16,428.4
TE0004176,2025-02-27,PR0006,CN028,4.36,4.36,0,Billable Delivery,168,70,732.48,305.2
TE0004177,2025-02-28,PR0006,CN028,5.52,0,5.52,Enablement,0,70,0.0,386.4
TE0004178,2025-03-04,PR0006,CN028,4.68,4.68,0,Billable Delivery,168,70,786.24,327.6
TE0004179,2025-03-05,PR0006,CN028,4.48,4.48,0,Billable Delivery,168,70,752.64,313.6
TE0004180,2025-03-06,PR0006,CN028,5.22,5.22,0,Billable Delivery,168,70,876.96,365.4
TE0004181,2025-03-10,PR0006,CN028,5.89,5.89,0,Billable Delivery,168,70,989.52,412.3
TE0004182,2025-03-11,PR0006,CN028,4.17,4.17,0,Billable Delivery,168,70,700.56,291.9
TE0004183,2025-03-12,PR0006,CN028,2.55,2.55,0,Billable Delivery,168,70,428.4,178.5
TE0004184,2025-03-13,PR0006,CN028,6.07,6.07,0,Billable Delivery,168,70,1019.76,424.9
TE0004185,2025-03-14,PR0006,CN028,5.88,5.88,0,Billable Delivery,168,70,987.84,411.6
TE0004186,2025-03-17,PR0006,CN028,6.44,6.44,0,Billable Delivery,168,70,1081.92,450.8
TE0004187,2025-03-18,PR0006,CN028,6.75,6.75,0,Billable Delivery,168,70,1134.0,472.5
TE0004188,2025-03-19,PR0006,CN028,4.63,4.63,0,Billable Delivery,168,70,777.84,324.1
TE0004189,2025-03-20,PR0006,CN028,4.26,4.26,0,Billable Delivery,168,70,715.68,298.2
TE0004190,2025-03-24,PR0006,CN028,3.22,0,3.22,Enablement,0,70,0.0,225.4
TE0004191,2025-03-25,PR0006,CN028,6.6,6.6,0,Billable Delivery,168,70,1108.8,462.0
TE0004192,2025-03-27,PR0006,CN028,5.3,5.3,0,Billable Delivery,168,70,890.4,371.0
TE0004193,2025-03-28,PR0006,CN028,4.79,4.79,0,Billable Delivery,168,70,804.72,335.3
TE0004194,2025-03-31,PR0006,CN028,6.48,6.48,0,Billable Delivery,168,70,1088.64,453.6
TE0004195,2025-04-03,PR0006,CN028,5.09,5.09,0,Billable Delivery,168,70,855.12,356.3
TE0004196,2025-04-04,PR0006,CN028,7.17,7.17,0,Billable Delivery,168,70,1204.56,501.9
TE0004197,2025-04-07,PR0006,CN028,3.61,3.61,0,Billable Delivery,168,70,606.48,252.7
TE0004198,2025-04-08,PR0006,CN028,3.57,3.57,0,Billable Delivery,168,70,599.76,249.9
TE0004199,2025-04-09,PR0006,CN028,5.28,5.28,0,Billable Delivery,168,70,887.04,369.6
TE0004200,2025-04-10,PR0006,CN028,5.09,5.09,0,Billable Delivery,168,70,855.12,356.3
TE0004201,2025-04-11,PR0006,CN028,5.69,5.69,0,Billable Delivery,168,70,955.92,398.3
TE0004202,2025-04-14,PR0006,CN028,3.81,3.81,0,Billable Delivery,168,70,640.08,266.7
TE0004203,2025-04-15,PR0006,CN028,5.92,5.92,0,Billable Delivery,168,70,994.56,414.4
TE0004204,2025-04-16,PR0006,CN028,4.24,4.24,0,Billable Delivery,168,70,712.32,296.8
TE0004205,2025-04-18,PR0006,CN028,5.81,5.81,0,Billable Delivery,168,70,976.08,406.7
TE0004206,2025-04-21,PR0006,CN028,4.84,4.84,0,Billable Delivery,168,70,813.12,338.8
TE0004207,2025-04-23,PR0006,CN028,5.0,5.0,0,Billable Delivery,168,70,840.0,350.0
TE0004208,2025-04-24,PR0006,CN028,5.24,5.24,0,Billable Delivery,168,70,880.32,366.8
TE0004209,2025-04-25,PR0006,CN028,4.91,4.91,0,Billable Delivery,168,70,824.88,343.7
TE0004210,2025-04-29,PR0006,CN028,5.47,5.47,0,Billable Delivery,168,70,918.96,382.9
TE0004211,2025-04-30,PR0006,CN028,5.37,5.37,0,Billable Delivery,168,70,902.16,375.9
TE0004212,2025-05-01,PR0006,CN028,2.79,2.79,0,Billable Delivery,168,70,468.72,195.3
